Q_MW,x_f_m,objective,evidence_label
21.0,57.0,81.97844894992248,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
21.0,57.5,98.92903061422513,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
21.0,58.0,118.03409914753324,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
21.0,58.5,139.3123792311079,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
21.0,59.0,162.87548819573698,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
21.0,59.5,188.9242340131216,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
21.0,60.0,217.74776001566306,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,40.0,179.80962835130492,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,40.5,169.92069117007722,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,41.0,163.4340406244838,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,41.5,160.24695208764834,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,42.0,160.36451878260186,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,42.5,163.89702883087213,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,43.0,171.0603842595529,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,43.5,182.17946421447962,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,44.0,197.69441903526425,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,44.5,166.1039806568255,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,45.0,139.2411624178586,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,45.5,117.10462331642525,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,46.0,98.78911505068875,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,46.5,83.56152750113677,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,47.0,70.83309531815362,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,47.5,60.13685472516111,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,48.0,51.10952170818259,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,48.5,43.47711717799803,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,49.0,37.04379464012687,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,49.5,31.68343589451999,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,50.0,27.333674095299468,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,50.5,23.99208432697148,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,51.0,21.7143524146558,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,51.5,20.61429531370887,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,52.0,20.865663143229117,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,52.5,22.705705522916215,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,53.0,26.440534946260495,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,53.5,32.45236894656324,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,54.0,41.208782171438266,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,54.5,37.563308226501505,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,55.0,38.807604423468334,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,55.5,44.3826483260818,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,56.0,53.591013936246426,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,56.5,65.91924431019058,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,57.0,81.01151401023743,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,57.5,98.64906867460492,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,58.0,118.73461572469527,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,58.5,141.281010878955,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,59.0,166.40373098028482,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,59.5,194.3167496364212,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
22.0,60.0,225.33154254980025,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,40.0,183.63090143681623,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,40.5,173.3654718990546,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,41.0,166.84968289182453,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,41.5,163.9745924069758,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,42.0,164.74927129277776,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,42.5,169.29795715256992,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,43.0,177.8605339364996,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,43.5,190.79623051615667,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,44.0,208.59052379246975,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,44.5,173.76142036499382,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,45.0,144.15354283119493,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,45.5,119.78755553607189,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,46.0,99.6713749956426,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,46.5,83.00161766065715,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,47.0,69.13319697943545,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,47.5,57.554662966132675,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,48.0,47.86837815727671,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,48.5,39.774792642924716,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,49.0,33.06022291933165,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,49.5,27.587659550409963,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,50.0,23.29023118179362,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,50.5,20.1670408171558,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,51.0,18.281167411818103,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,51.5,17.75969431228933,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,52.0,18.79568808515241,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,52.5,21.652108785366554,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,53.0,26.667687464380275,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,53.5,34.26486032092732,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,54.0,44.95990286658191,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,54.5,39.36426238547574,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,55.0,39.20044494780384,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,55.5,43.90431553717109,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,56.0,52.701430644097016,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,56.5,65.01949757493384,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,57.0,80.45949084578388,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,57.5,98.77309145972735,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,58.0,119.84554551282983,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,58.5,143.683225159423,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,59.0,170.40533442735025,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,59.5,200.23934013780712,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
23.0,60.0,233.51982887598513,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,40.0,187.85686654719603,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,40.5,177.22129289534107,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,41.0,170.69947058216457,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,41.5,168.1761056025853,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,42.0,169.6645721792504,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,42.5,175.30383447430037,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,43.0,185.35899037785367,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,43.5,200.225321312633,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,44.0,220.43583245633548,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,44.5,182.2113043248803,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,45.0,149.72584383519273,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,45.5,123.02403948804094,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,46.0,101.0229997884229,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,46.5,82.84585469278662,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,47.0,67.78862608732528,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,47.5,55.29335511753113,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,48.0,44.92649951915213,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,48.5,36.36179793319593,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,49.0,29.36695289918526,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,49.5,23.793615171900093,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,50.0,19.57026370136824,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,50.5,16.697671857612296,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,51.0,15.246734504967344,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,51.5,15.358505110936353,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,52.0,17.246359621308372,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,52.5,21.200266470792315,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,53.0,27.593201734334713,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,53.5,36.88980681011843,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,54.0,49.65744481027702,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,54.5,41.95646708212871,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,55.0,40.257173179150016,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,55.5,43.992080507468536,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,56.0,52.305787495814194,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,56.5,64.56407902258597,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,57.0,80.32237945656183,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,57.5,99.30109896959229,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,58.0,121.36688851193698,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,58.5,146.51902207251217,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,59.0,174.8802985369333,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,59.5,206.6920055172795,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
24.0,60.0,242.3126189942176,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,40.0,192.48752368244436,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,40.5,181.48815415893668,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,41.0,174.98340369550374,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,41.5,172.85149167447668,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,42.0,175.1104214420196,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,42.5,181.9146607960635,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,43.0,193.55575358361511,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,43.5,210.46673660390852,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,44.0,233.23034502686136,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,44.5,191.45363253648475,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,45.0,155.95806542985179,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,45.5,126.81407517233252,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,46.0,102.84398942902955,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,46.5,83.0942385975252,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,47.0,66.79938264182317,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,47.5,53.352931179356446,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,48.0,42.283885793808885,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,48.5,33.23813304881174,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,49.0,25.96398457968778,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,49.5,20.301302758990424,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,50.0,16.173771654023337,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,50.5,13.583977448341042,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,51.0,12.611053694103568,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,51.5,13.410727709649995,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,52.0,16.21767775169703,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,52.5,21.350178579193457,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,53.0,29.217077756123757,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,53.5,40.32720841413653,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,54.0,55.30140800252349,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,54.5,45.339922316460395,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,55.0,41.977789117506845,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
